 # Re 	 CD 
 3820.2 	 4.77208e+008 
 3830.2 	 4.83386e+008 
 3840.2 	 4.89618e+008 
 3850.2 	 4.95906e+008 
 3860.2 	 5.02249e+008 
 3870.2 	 5.08648e+008 
 3880.2 	 5.15102e+008 
 3890.2 	 5.21613e+008 
 3900.2 	 5.28179e+008 
 3910.2 	 5.34803e+008 
 3920.2 	 5.41484e+008 
 3930.2 	 5.48221e+008 
 3940.2 	 5.55017e+008 
 3950.2 	 5.6187e+008 
 3960.2 	 5.68781e+008 
 3970.2 	 5.7575e+008 
 3980.2 	 5.82778e+008 
 3990.2 	 5.89865e+008 
 4000.2 	 5.97012e+008 
 4010.2 	 6.04217e+008 
 4020.2 	 6.11483e+008 
 4030.2 	 6.18808e+008 
 4040.2 	 6.26194e+008 
 4050.2 	 6.3364e+008 
 4060.2 	 6.41147e+008 
 4070.2 	 6.48715e+008 
 4080.2 	 6.56345e+008 
 4090.2 	 6.64036e+008 
 4100.2 	 6.7179e+008 
 4110.2 	 6.79605e+008 
 4120.2 	 6.87484e+008 
 4130.2 	 6.95425e+008 
 4140.2 	 7.03429e+008 
 4150.2 	 7.11496e+008 
 4160.2 	 7.19627e+008 
 4170.2 	 7.27822e+008 
 4180.2 	 7.36081e+008 
 4190.2 	 7.44405e+008 
 4200.2 	 7.52794e+008 
 4210.2 	 7.61247e+008 
 4220.2 	 7.69766e+008 
 4230.2 	 7.78351e+008 
 4240.2 	 7.87001e+008 
 4250.2 	 7.95718e+008 
 4260.2 	 8.04501e+008 
 4270.2 	 8.13351e+008 
 4280.2 	 8.22268e+008 
 4290.2 	 8.31252e+008 
 4300.2 	 8.40304e+008 
 4310.2 	 8.49423e+008 
 4320.2 	 8.58611e+008 
 4330.2 	 8.67868e+008 
 4340.2 	 8.77193e+008 
 4350.2 	 8.86587e+008 
 4360.2 	 8.9605e+008 
 4370.2 	 9.05583e+008 
 4380.2 	 9.15186e+008 
 4390.2 	 9.24859e+008 
 4400.2 	 9.34602e+008 
 4410.2 	 9.44416e+008 
 4420.2 	 9.54301e+008 
 4430.2 	 9.64258e+008 
 4440.2 	 9.74285e+008 
 4450.2 	 9.84385e+008 
 4460.2 	 9.94557e+008 
 4470.2 	 1.0048e+009 
 4480.2 	 1.01512e+009 
 4490.2 	 1.02551e+009 
 4500.2 	 1.03597e+009 
 4510.2 	 1.04651e+009 
 4520.2 	 1.05712e+009 
 4530.2 	 1.0678e+009 
 4540.2 	 1.07856e+009 
 4550.2 	 1.0894e+009 
 4560.2 	 1.1003e+009 
 4570.2 	 1.11129e+009 
 4580.2 	 1.12235e+009 
 4590.2 	 1.13348e+009 
 4600.2 	 1.14469e+009 
 4610.2 	 1.15598e+009 
 4620.2 	 1.16734e+009 
 4630.2 	 1.17879e+009 
 4640.2 	 1.1903e+009 
 4650.2 	 1.2019e+009 
 4660.2 	 1.21357e+009 
 4670.2 	 1.22532e+009 
 4680.2 	 1.23715e+009 
 4690.2 	 1.24906e+009 
 4700.2 	 1.26105e+009 
 4710.2 	 1.27312e+009 
 4720.2 	 1.28526e+009 
 4730.2 	 1.29749e+009 
 4740.2 	 1.30979e+009 
 4750.2 	 1.32218e+009 
 4760.2 	 1.33465e+009 
 4770.2 	 1.34719e+009 
 4780.2 	 1.35982e+009 
 4790.2 	 1.37253e+009 
 4800.2 	 1.38532e+009 
 4810.2 	 1.3982e+009 
 4820.2 	 1.41115e+009 
 4830.2 	 1.42419e+009 
 4840.2 	 1.43731e+009 
 4850.2 	 1.45052e+009 
 4860.2 	 1.46381e+009 
 4870.2 	 1.47718e+009 
 4880.2 	 1.49063e+009 
 4890.2 	 1.50417e+009 
 4900.2 	 1.5178e+009 
 4910.2 	 1.53151e+009 
 4920.2 	 1.5453e+009 
 4930.2 	 1.55918e+009 
 4940.2 	 1.57314e+009 
 4950.2 	 1.58719e+009 
 4960.2 	 1.60133e+009 
 4970.2 	 1.61555e+009 
 4980.2 	 1.62986e+009 
 4990.2 	 1.64426e+009 
 5000.2 	 1.65875e+009 
 5010.2 	 1.67332e+009 
 5020.2 	 1.68798e+009 
 5030.2 	 1.70273e+009 
 5040.2 	 1.71756e+009 
 5050.2 	 1.73249e+009 
 5060.2 	 1.7475e+009 
 5070.2 	 1.7626e+009 
 5080.2 	 1.7778e+009 
 5090.2 	 1.79308e+009 
 5100.2 	 1.80845e+009 
 5110.2 	 1.82391e+009 
 5120.2 	 1.83947e+009 
 5130.2 	 1.85511e+009 
 5140.2 	 1.87084e+009 
 5150.2 	 1.88667e+009 
 5160.2 	 1.90259e+009 
 5170.2 	 1.9186e+009 
 5180.2 	 1.9347e+009 
 5190.2 	 1.9509e+009 
 5200.2 	 1.96718e+009 
 5210.2 	 1.98357e+009 
 5220.2 	 2.00004e+009 
 5230.2 	 2.01661e+009 
 5240.2 	 2.03327e+009 
 5250.2 	 2.05002e+009 
 5260.2 	 2.06687e+009 
 5270.2 	 2.08382e+009 
 5280.2 	 2.10086e+009 
 5290.2 	 2.11799e+009 
 5300.2 	 2.13522e+009 
 5310.2 	 2.15255e+009 
 5320.2 	 2.16997e+009 
 5330.2 	 2.18749e+009 
 5340.2 	 2.2051e+009 
 5350.2 	 2.22282e+009 
 5360.2 	 2.24062e+009 
 5370.2 	 2.25853e+009 
 5380.2 	 2.27653e+009 
 5390.2 	 2.29464e+009 
 5400.2 	 2.31284e+009 
 5410.2 	 2.33113e+009 
 5420.2 	 2.34953e+009 
 5430.2 	 2.36803e+009 
 5440.2 	 2.38662e+009 
 5450.2 	 2.40532e+009 
 5460.2 	 2.42411e+009 
 5470.2 	 2.443e+009 
 5480.2 	 2.462e+009 
 5490.2 	 2.48109e+009 
 5500.2 	 2.50029e+009 
 5510.2 	 2.51959e+009 
 5520.2 	 2.53899e+009 
 5530.2 	 2.55849e+009 
 5540.2 	 2.57809e+009 
 5550.2 	 2.59779e+009 
 5560.2 	 2.6176e+009 
 5570.2 	 2.63751e+009 
 5580.2 	 2.65752e+009 
 5590.2 	 2.67763e+009 
 5600.2 	 2.69785e+009 
 5610.2 	 2.71817e+009 
 5620.2 	 2.7386e+009 
 5630.2 	 2.75913e+009 
 5640.2 	 2.77976e+009 
 5650.2 	 2.8005e+009 
 5660.2 	 2.82134e+009 
 5670.2 	 2.84229e+009 
 5680.2 	 2.86335e+009 
 5690.2 	 2.88451e+009 
 5700.2 	 2.90578e+009 
 5710.2 	 2.92715e+009 
 5720.2 	 2.94863e+009 
 5730.2 	 2.97021e+009 
 5740.2 	 2.9919e+009 
 5750.2 	 3.0137e+009 
 5760.2 	 3.03561e+009 
 5770.2 	 3.05763e+009 
 5780.2 	 3.07975e+009 
 5790.2 	 3.10198e+009 
 5800.2 	 3.12432e+009 
 5810.2 	 3.14677e+009 
 5820.2 	 3.16933e+009 
 5830.2 	 3.19199e+009 
 5840.2 	 3.21477e+009 
 5850.2 	 3.23766e+009 
 5860.2 	 3.26065e+009 
 5870.2 	 3.28376e+009 
 5880.2 	 3.30697e+009 
 5890.2 	 3.3303e+009 
 5900.2 	 3.35374e+009 
 5910.2 	 3.37729e+009 
 5920.2 	 3.40095e+009 
 5930.2 	 3.42472e+009 
 5940.2 	 3.44861e+009 
 5950.2 	 3.4726e+009 
 5960.2 	 3.49671e+009 
 5970.2 	 3.52093e+009 
 5980.2 	 3.54527e+009 
 5990.2 	 3.56971e+009 
 6000.2 	 3.59427e+009 
 6010.2 	 3.61895e+009 
 6020.2 	 3.64374e+009 
 6030.2 	 3.66864e+009 
 6040.2 	 3.69365e+009 
 6050.2 	 3.71879e+009 
 6060.2 	 3.74403e+009 
 6070.2 	 3.76939e+009 
 6080.2 	 3.79487e+009 
 6090.2 	 3.82046e+009 
 6100.2 	 3.84617e+009 
 6110.2 	 3.87199e+009 
 6120.2 	 3.89793e+009 
 6130.2 	 3.92399e+009 
 6140.2 	 3.95016e+009 
 6150.2 	 3.97645e+009 
 6160.2 	 4.00285e+009 
 6170.2 	 4.02938e+009 
 6180.2 	 4.05602e+009 
 6190.2 	 4.08278e+009 
 6200.2 	 4.10965e+009 
 6210.2 	 4.13665e+009 
 6220.2 	 4.16376e+009 
 6230.2 	 4.19099e+009 
 6240.2 	 4.21835e+009 
 6250.2 	 4.24582e+009 
 6260.2 	 4.27341e+009 
 6270.2 	 4.30111e+009 
 6280.2 	 4.32894e+009 
 6290.2 	 4.35689e+009 
 6300.2 	 4.38496e+009 
 6310.2 	 4.41315e+009 
 6320.2 	 4.44146e+009 
 6330.2 	 4.46989e+009 
 6340.2 	 4.49844e+009 
 6350.2 	 4.52712e+009 
 6360.2 	 4.55591e+009 
 6370.2 	 4.58483e+009 
 6380.2 	 4.61387e+009 
 6390.2 	 4.64303e+009 
 6400.2 	 4.67231e+009 
 6410.2 	 4.70172e+009 
 6420.2 	 4.73125e+009 
 6430.2 	 4.7609e+009 
 6440.2 	 4.79067e+009 
 6450.2 	 4.82057e+009 
 6460.2 	 4.85059e+009 
 6470.2 	 4.88074e+009 
 6480.2 	 4.91101e+009 
 6490.2 	 4.9414e+009 
 6500.2 	 4.97192e+009 
 6510.2 	 5.00257e+009 
 6520.2 	 5.03333e+009 
 6530.2 	 5.06423e+009 
 6540.2 	 5.09525e+009 
 6550.2 	 5.12639e+009 
 6560.2 	 5.15766e+009 
 6570.2 	 5.18906e+009 
 6580.2 	 5.22058e+009 
 6590.2 	 5.25223e+009 
 6600.2 	 5.284e+009 
 6610.2 	 5.3159e+009 
 6620.2 	 5.34793e+009 
 6630.2 	 5.38008e+009 
 6640.2 	 5.41237e+009 
 6650.2 	 5.44478e+009 
 6660.2 	 5.47731e+009 
 6670.2 	 5.50998e+009 
 6680.2 	 5.54277e+009 
 6690.2 	 5.57569e+009 
 6700.2 	 5.60874e+009 
 6710.2 	 5.64192e+009 
 6720.2 	 5.67523e+009 
 6730.2 	 5.70867e+009 
 6740.2 	 5.74223e+009 
 6750.2 	 5.77593e+009 
 6760.2 	 5.80975e+009 
 6770.2 	 5.84371e+009 
 6780.2 	 5.87779e+009 
 6790.2 	 5.912e+009 
 6800.2 	 5.94635e+009 
 6810.2 	 5.98082e+009 
 6820.2 	 6.01543e+009 
 6830.2 	 6.05017e+009 
 6840.2 	 6.08503e+009 
 6850.2 	 6.12003e+009 
 6860.2 	 6.15516e+009 
 6870.2 	 6.19042e+009 
 6880.2 	 6.22581e+009 
 6890.2 	 6.26134e+009 
 6900.2 	 6.297e+009 
 6910.2 	 6.33279e+009 
 6920.2 	 6.36871e+009 
 6930.2 	 6.40476e+009 
 6940.2 	 6.44095e+009 
 6950.2 	 6.47727e+009 
 6960.2 	 6.51372e+009 
 6970.2 	 6.55031e+009 
 6980.2 	 6.58702e+009 
 6990.2 	 6.62388e+009 
 7000.2 	 6.66086e+009 
 7010.2 	 6.69798e+009 
 7020.2 	 6.73524e+009 
 7030.2 	 6.77263e+009 
 7040.2 	 6.81015e+009 
